Submission ID,Submission time,Business / Service Category Selection,Name of Business / User,Phone,City / Nearby Village,Address,Business Details,Place ID,Ratings,Reviews,Verified,Webpage
,,RO water purifier,Lanai Electronics & Refrigeration,9825758132,Bhuj,,,,,,,
,,RO water purifier,OSEAS AQUA WATER PURIFIER,063545 16117,Bhuj,"Sulay Apartment, OFFICE NUMBER 003, Banker's Colony, Bhuj, Gujarat 370001, India",,ChIJSYzJfNMfUTkR9ZE_WYAyD5g,,,,
,,RO water purifier,Sakar Enterprise,099092 19752,Bhuj,"Ashapura Ring Rd, Saraf Bazar, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJbbIANgDiUDkRNzmr0D8LTkI,,,,
,,RO water purifier,Shubham Enterprise,099792 54497,Bhuj,"Shop No. 103, Shah Commercial Center, Station Rd, Lal Tekri, Bhuj, Gujarat 370001, India",,ChIJVSj2l7DhUDkRqD2gqw39cco,,,,
,,RO water purifier,Sudh Enterprise,9825042064,Bhuj,,,,,,,
,,RO water purifier,Unnati Enterprise,7862085854,Bhuj,"204, Sulay Apartment, Jubeli Circle, Bhuj",,,,,,
,,RO water purifier,Harsh Enterprise,7990948656,Bhuj,"Uplipal Road, Bhuj",,,,,,
1e5ea6f5-ac35-4504-aad8-1ac52e85c736,2026-05-21 11:56:01,RO water purifier,1,9638309636,Bhuj,Bhuj,Water purifier sales and Service ,,,,,
,,RTO Agent,Ketan B. Soni,9879292177,Bhuj,,,,,,,
,,RTO Agent,Royal RTO Advisor And Multi Service,7203915696,Bhuj,"RTO Relocation Site, Bhuj, Gujarat 370001",,,,,,
,,RTO Agent,"PUC Center, Insurance Agent and RTO Advisor K K Multi Services",9824243929,Bhuj,"6J88+H4V, Bhuj Nakhatrana Highway, opp. Darbarwadi, Post, Sukhpar, Bhuj, Gujarat 370040",,,,,,
,,RTO Agent,Shree Bhanushali Auto Consult,9228317280,Bhuj,"A-63 Nr.SBI, Katira Complex, R.T.O Relocation Site, Bhuj, Gujarat 370001",,,,,,
,,RTO Agent,,,Bhuj,,,,,,,
,,RTO Agent,,7433998887,Bhuj,,,,,,,
,,Sanatary,Ghansyam Sanetary,9879479210,Bhuj,,,,,,Yes,
872adc6a-acb6-48c1-a36a-3fa6b5ae5d1b,2026-05-26 13:53:39,Sanatary,Monarch Engineers,8200179410,Bhuj,Bhuj,"PVC Pipes, Fittings, Santary Ware, ",,,,,
,,Schools,Jolly Juniors' Preschool - Top 5 Preschools | Best Preschool | Nursery School in Bhuj,076229 94101,Bhuj,"150/C, Limda St, near Swaminarayan School Road, Sanskar Nagar, Bhuj, Gujarat 370001, India",CBSE,ChIJ9w8YUQQeUTkRE2ak4RzYl64,Yes,Yes,Yes,
,,Schools,Army Public School,2832223309,Bhuj,,Public School,,,,,
,,Schools,Doon Public School,2832652001,Bhuj,,Kindergarten,,,,,
,,Schools,Mom's School,9825018335,Bhuj,,English Medium,,,,,
,,Schools,St Xaviers School,2832250011,Bhuj,,Discount Broker,,,,,
,,Schools,BLBS English Medium School,,Bhuj,"Opp. Nutan Swaminarayan Mandir, City Police Station Road, Bhuj\",,,,,,
a7c63959-ddd5-4722-a966-fd5c4a2b39a0,2026-05-21 07:09:36,Schools,Kidzy Play Nursery,9157459209,Bhuj,"Kidzy Play Nursery, Panchayat Parivar society, old Ravalwadi, near water tank, bhuj-Kutch",1).First Day at Nursery 2️⃣ Welcome to Kidzy Play 3️⃣ Kids Playing with Toys 4️⃣ Alphabet Learning Activity 5️⃣ Number Learning Fun 6️⃣ Color Recognition Activity 7️⃣ Rhymes & Dance Time 8️⃣ Story Time for Kids 9️⃣ Kids Painting Activity 🔟 Clay / Play Dough Fun,,,,,
,,Share Brokers / Stock Market,Angel One,8044952453,Bhuj,,,,,,,
,,Share Brokers / Stock Market,Angel One Ltd. - Thacker Smit Shaileshkumar,080 4495 2305,Bhuj,"House No 28, Suraksha Society, Main Road, near Shree Chemicals Gruh Udhyog, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJPUfKL7fhUDkRY0Pf-2mrgHM,,,,
,,Share Brokers / Stock Market,Mirae Asset Sharekhan,080 6995 5100,Bhuj,"No 256, 2nd Floor, Time Square Empire, Mirzapar Highway, Uma Nagar, Bhuj, Mirjapar Part, Gujarat 370040, India",Demat,ChIJiYnxRO_hUDkR_D1DDo6oR0E,,,,
,,Share Brokers / Stock Market,Motilal Oswal,2832255888,Bhuj,,,,,,,
,,Share Brokers / Stock Market,Odhav Group,090990 32009,Bhuj,"3 - Satyam Tower, B/h. Cosmos Bank, Hospital Rd, Vijay Nagar, Bhuj, Gujarat 370001, India",,ChIJbaNs7_zhUDkRrIQ9ZKgIvHM,,,,
,,Share Brokers / Stock Market,RR ENTERPRISES,073832 00283,Bhuj,"RR INVESTMENT HUB, 116, FIRST FLOOR, TIME SQUARE BUILDING, Uma Nagar, Bhuj, Mirjapar Part, Gujarat 370040, India",,ChIJHYSfW3QfUTkRYV1B3izJ__o,,,,
,,Share Brokers / Stock Market,Shah Investments,094274 33033,Bhuj,"Vatika Appartment, opp. Punjabhai Tower, Lal Tekri, Bhuj, Gujarat 370001, India",Trading|Stock Market Servicee,ChIJtzBgnYfhUDkRsPB9fMhUASs,,,,
,,Share Brokers / Stock Market,Sharekhan Ltd,8069955100,Bhuj,,,,,,,
,,Share Brokers / Stock Market,Dipen gor,8200468240,Bhuj,,,,,,,
,,Software Developers,Coding Hunters,9106433706,Bhuj,,,,,,,
,,Software Developers,Jigar Pattani,9913060268,Bhuj,,Solar Panel Installation,,,,,
,,Solar Panel Installation,Unnati Solar,9638303838,Bhuj,,Solar Roof Top,,,,,
,,Solar Panel Installation,Chetan gusai,7984013866,Bhuj,,,,,,,
,,Solar Panel Installation,Kutch Solar- Solar Installation,099090 72649,Bhuj,"santi chamber, 18, New Station Rd, opp. SBI bank, Lal Tekri, Bhuj, Gujarat 370001, India",,ChIJ6e7lfgvhUDkRq5nX12zuX_U,,,,
,,Solar Panel Installation,Radiant Greens Solar | Solar EPC | Kutch,081403 16334,Bhuj,"201 , 2nd floor, Airport icon, Airport road, opposite NY cinema, Yogeswar Nagar, Bhuj, Gujarat 370001, India",,ChIJUS0lvGwfUTkReWURDkhtBVI,,,,
,,Solar Panel Installation,SADGURU ELECTRICALS,094261 38105,Bhuj,"Shop no.5, Katira Complex, Sanskar Nagar, Bhuj, Gujarat 370001, India",,ChIJe9yXkQ8eUTkRHkzftSMrQmg,,,,
,,Solar Panel Installation,VS Industries,099096 47727,Bhuj,"Senghani Complex, Opp IOC pump, Nr. Cargo Circle, bhuj-madhapar highway, Madhapar, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJTUTZKY7hUDkRaAmzDeJrZJE,,,,
,,Solar Panel Installation,BHAGAT SOLAR ENERGY,9930432027,Bhuj,251 Time's Square Empire,SOLAR ROOFTOP,,,,,
,,Stationery,SIDDHI BOOK STATIONERY,9409429093,Bhuj,"WANIYAWAD OPP DASA WADI, NEAR JAIN VANDO","STAIONERY ITEMS, RETURN GIFTS, ART ITEMS, SCHOOL BAG, WATER BOTTLE, PENCIL POUCH ETC",,,,,
,,Stationery,artistic adda,088663 32265,Bhuj,"10, Narnarayan Complex, New Station Rd, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJhWl7oQDhUDkRbT7CoQ_wxgY,,,,
,,Stationery,Ditya Stationery,097254 97181,Bhuj,"Shop 9, Nilkanth Square, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJC_eIC-zhUDkR_nER0dlQOkw,,,,
,,Stationery,Jain Stationers,094082 48908,Bhuj,"Shop No 2, Ground Floor Panchratna Apartment, near Khadi Bhandar, near Vaniya, Wad, Bhuj, Gujarat 370001, India",,ChIJt-iOscnhUDkROc9-d48WELk,,,,
,,Stationery,MAHINA STATIONARY XEROX AND PHOTOGRAPHY electronics,096242 19705,Bhuj,"Mirjapar, Bhuj, Mirjapar Part, Gujarat 370040, India",Stationer's,ChIJfR9DLgAfUTkRq9t9G7uv8h4,,,,
,,Stationery,Nirali j mahichchha,9727323419,Bhuj,,Stationer's,,,,,
,,Stationery,"Paras K.Thacker, SILVER GENERAL STORE AND Stationers",8160903077,Bhuj,,,,,,,
,,Stationery,Sachin Stationery,9374311041,Bhuj,,,,,,,
,,Stationery,Shiv Stationary,096877 04343,Bhuj,"Katira Complex, B-97, RTO Relocation Site, Bhuj, Gujarat 370001, India",,ChIJq-MHWSQfUTkRVAhICJ5nTsE,,,,
,,Sweet shop / Mithai,Davda Shrikhand & Sweets,099798 52601,Bhuj,"Station Rd, nr. Hotel ilark, Jestha Nagar, Bhuj, Gujarat 370001, India",,ChIJ-Z0zbEjhUDkRaHztKQaHg2s,,,,
,,Sweet shop / Mithai,Farsanwala sweets and namkeens,097726 91749,Bhuj,"Shop no. 3-4, Indravilla chowkdi, Gokuldham Rd, Madhapar, Bhuj, Gujarat 370020, India",,ChIJgQaOe2bhUDkRssDkQE4Gq44,,,,
,,Sweet shop / Mithai,Jubilee Holidays,090333 23809,Bhuj,"58- Wing-B, GF, Katira Commercial Complex, near Zill Medical Agency, RTO Relocation Site, side, Bhuj, Gujarat 370001, India",,ChIJZzevZdkfUTkRX5Og8jLU61Q,,,,
,,Sweet shop / Mithai,Khavda Mesuk Ghar,9879205008,Bhuj,,,,,,,
,,Sweet shop / Mithai,Khavda Mesuk Ghar - Waniawad,9879205835,Bhuj,,,,,,,
,,Sweet shop / Mithai,Kishan Amrut Chikkiwala,099782 21090,Bhuj,"shop no - 1, Hospital Rd, opp. Ambaji temple, Vijay Nagar, Bhuj, Gujarat 370001, India",Sweet shop / Mithai,ChIJ-y7y3PzhUDkRoMuH8FWlk9U,,,,
,,Sweet shop / Mithai,Madhuram mukhwas.,7990170387,Bhuj,,,,,,,
,,Sweet shop / Mithai,Mahesh sweets,095864 30558,Bhuj,"Ashapura Ring Rd, panchatdi chok, Bhuj, Gujarat 370001, India",,ChIJLdpH0QsdUTkRjR1aZDg8aBY,,,,
,,Sweet shop / Mithai,Taajaz Food,8200556088,Bhuj,,,,,,,
,,Tailor,aafreen dresses & ladies tailor,094284 70839,Bhuj,"Sanjog Nagar, Bhuj, Gujarat 370001, India",,ChIJY6xpd_wdUTkR6C_l1ORtcl4,,,,
,,Tailor,J.J.TAILOR MEN'S WEAR,092281 93630,Bhuj,"Shiv Nagar, Mhaprabhu Nagar, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJqZTIGprhUDkRox6wx8y7bNU,,,,
,,Tailor,Nitin Tailor and dress material,096646 63425,Bhuj,"Gate no 4, Nitin tailor and dress material, Aiya Nagar, Bhuj, Gujarat 370001, India",Tailor,ChIJ1bizrqgfUTkRaR3QuXgPjLM,,,,
,,Tailor,Pooja hardik soni,9099054210,Bhuj,,Tank|Sump,,,,,
,,Tailor,Rajvi sewing machine,9537378834,Bhuj,"Vokda falia , near Anam ring road joshi dahivada street",,,,,,
,,Tank Cleaning,Mannubhai Cleaning,7065012902,Bhuj,,Tank Cleaning,,,,,
,,Tank Cleaning,Mukesh Goswami,7069147471,Bhuj,,Tank Cleaning,,,,,
,,Tank Cleaning,No Name,9879906848,Bhuj,,Mechanized,,,,,
,,Tank Cleaning,Pratham Tank Cleaning,9879123456,Bhuj,,,,,,,
,,Tank Cleaning,Pratham Water Tank Cleaning Services,094267 68404,Bhuj,"Pramukh Swami Nagar, Bhuj, Gujarat 370040, India",Tank Cleaning,ChIJa5mu9LEfUTkRlC3QMoaBfaE,,,,
,,Tank Cleaning,Ramesh Tank Cleaner,9978703032,Bhuj,,,,,,,
,,Tank Cleaning,Sangeeta Tank Wash,9265438953,Bhuj,,,,,,,
,,Tattoo Shop,Beena's Art,9512884355,Bhuj,"1st floor, above yamaha showroom, Sanskar Nagar, Bhuj, Gujarat 370001",,,,,,
,,Tattoo Shop,Royal Tattoo studio,7041675143,Bhuj,"Satyadarshan Complex, Apartment Ashapura dining hall, Hospital Rd, near first floor, Vijay Nagar, Bhuj, Gujarat 370001",,,,,,
,,Tattoo Shop,Mad Ink Tattoo Studio,6359345958,Bhuj,,,,,,,
,,Tattoo Shop,AJAY MEHNDI & tattoo art,8980314474,Bhuj,"1 BHANJI STREET PIPDAWALI SREEET, near UP TO DATE BEAUTY PARLOUR, Bhuj, Gujarat 370001",,,,,,
,,Tax Consultant,Harsh R. Thacker,9825372987,Bhuj,,,,,,,
fbbdad0b-5e05-492a-be54-64169e3ea562,2026-05-16 07:09:28,Tax Consultant,ATUL I DESAI,9825225442,Bhuj,"1st Floor, Jyoti Chambers, New Station Road,","TAX CONSULTANT, INCOME TAX, GST, TRUST CONSULTANT",,,,,
,,Taxi,Ekta Taxi Service - Bhuj,099799 16673,Bhuj,"Mota Pir Rd, opp. Mahi Clinic, Sanjog Nagar, Bhuj, Gujarat 370001, India",Taxi,ChIJOxgJOssdUTkRA7MADOKRe20,,,,
,,Taxi,Kutch Cabs,9909012312,Bhuj,,Auto,,,,,
,,Taxi,Raju Auto,9824211111,Bhuj,,,,,,,
,,Taxi,Kutchcarz car rental taxi service bhuj kutch,9426624635,Bhuj,"Katira Complex, 8/a, Sanskar Nagar, Bhuj, Gujarat 370001",,"6MR4+FC Bhuj, Gujarat",,,,
,,Teachers,Jayur Vora Sir - Physics,090333 83238,Bhuj,"Hospital Rd, near Bhuj English School, opposite soni khetshi park, GAIMS Campus, Bhuj, Gujarat 370001, India",Teachers,ChIJQR8wOHofUTkRZ_AcRjg0eFc,,,,
,,Teachers,Nirali mahichchha,9727323419,Bhuj,,Teachers,,,,,
,,Teachers,Niravben Pandhi,7041584000,Bhuj,,,,,,,
,,Teachers,Phoenix Education Bhuj,063544 50309,Bhuj,"Office no 45, ground floor, The Midtown mall, college road, Shivkrupa Nagar, Bhuj, Gujarat 370001, India",,ChIJsfhAdcrhUDkRpi8R6CnHIp8,,,,
,,Teachers,Rogan Art (Ashish Kansara) Kutch,091735 30085,Bhuj,"Ashish Kansara, Rogan Art, Ashapura Nagar, Navavas, Madhapar, Bhuj, Gujarat 370020, India",Teachers,ChIJc9p3GuThUDkRsdwVwReIBs4,,,,
,,Teachers,Sheetal T parmar,7490000621,Bhuj,,,,,,,
,,Teachers,Shree Classes-Bhuj,097149 19945,Bhuj,"4 VINOD, Vardhaman Nagar, near JAY NAGAR, Bhuj, Gujarat 370040, India",Teachers,ChIJF-JKCowfUTkRXvsqAA8mPZE,,,,
,,Teachers,Tripathi Urmi Nayankumar,9099951379,Bhuj,,Teachers,,,,,
,,Teachers,Varshaben Thacker,7041583000,Bhuj,,,,,,,
,,Teachers,Raksha Thakar,9978414469,Bhuj,Madhapar,,,,,,
,,Tent & Sound System,JAY BHARAT RADIO CO.,097252 75599,Bhuj,"37 BhawaniDham old, Lotus Colony Rd, opp. GK general hospital, Bhuj, Gujarat 370001, India",,ChIJ4VhcPJHhUDkRefMRJkgf6fE,,,,
,,Tent & Sound System,RadioGhar,084015 64614,Bhuj,"Saraf Bazar, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJIYe7DQDiUDkRKBzCNqw85N0,,,,
,,Tent & Sound System,Tempo traveller on hire in Bhuj Kutch - Raj Travels,098257 69450,Bhuj,"opposite to Anam Store, RTO Relocation Site, Bhuj, Gujarat 370001, India",,ChIJWWPnr5jhUDkRZzTolGa3WNI,,,,
,,"Ticket Booking ( Rail, Air )",Ketan,9825234316,Bhuj,,,,,,,
,,Tiles & Sanitary,Bhuj tiles,097240 15845,Bhuj,"near chhadidar masjid, inside Sarpat Gate Road, Sonivad, Bhuj, Gujarat 370001, India",,ChIJQ0mLY9LjUDkRIF-Qj_izJ1M,,,,
,,Tiles & Sanitary,Dharti Enterprise,077780 30509,Bhuj,"Mundra - Bhuj Rd, Silver City Twp, Bhuj, Gujarat 370040, India",,ChIJn0JPY0wfUTkRx8nR73Ct8gg,,,,
,,Tiles & Sanitary,"MEET TRADING CO. ( Best Bathroom Fitting, Sanitary Fittings, PVC Pipe Fitting )",099095 80090,Bhuj,"GJ SH 42, Shivkrupa Nagar, Bhuj, Gujarat 370001, India",Tiles Fitter,ChIJ33gqOgYfUTkRQclx1uF2dkk,,,,
,,Tiles Fitter,Ajaybhai,9664980323,Bhuj,,Tiles Fitter,,,,,
,,Tiles Fitter,Jagdish Kumavat,9586663382,Bhuj,,Tiles Fitter,,,,,
,,Tiles Fitter,Jaylila Tiles,9727726209,Bhuj,,Tiles Fitter,,,,,
,,Tiles Fitter,Narsinhbhai,9879766942,Bhuj,,Tiles Fitter,,,,,
,,Tiles Fitter,Prakashbhai,9913508113,Bhuj,,Tiles Fitter,,,,,
,,Tiles Fitter,Ravendra,9979476086,Bhuj,,Tiles Fitter,,,,,
,,Tiles Fitter,Samji,9825777326,Bhuj,,,,,,,
,,Tours & Travels,Bapa Sitaram Travels Bhuj,098790 43119,Bhuj,"Shop No 7, Paras Apartment, Hospital Rd, opposite Ganatra Hospital, Lal Tekri, Bhuj, Gujarat 370001, India",,ChIJjYjM16qIZIIR_nKI0VUZLMM,,,,
,,Tours & Travels,Dharmesh Khatri,9426136955,Bhuj,,,,,,,
,,Tours & Travels,Gopinath Tours & Travels,080000 04816,Bhuj,"Shop No.3, Hotel Radha Krishna, opp. sarkar House, Sahjanand nagar, Sukhpar, Bhuj, Mirjapar Part, Gujarat 370040, India",Tours & Travels,ChIJ0xPPnZkfUTkR0BHse2zOKvs,,,,
,,Tours & Travels,MAA TRAVELS,9998595122,Bhuj,,,,,,,
,,Tours & Travels,Nar Narayan Tours & Travels,082382 55442,Bhuj,"near, Parishram Building, Mirjapar, Bhuj, Mirjapar Part, Gujarat 370040, India",,ChIJyXqtT1gfUTkRGt9-JuP4HJU,,,,
,,Tours & Travels,Ramiz chaki,9409318802,Bhuj,Kinza arcade 1st floor sonivad,,,,,,
,,Tours & Travels,PUNIT THACKER,9426137054,Bhuj,"211, JV SQAURE 2, SANSKARNAGAR, BHUJ- KACHCHH","TOUR PACKAGES INETERNATIONAL & DOMESTIC, HOTEL BOOKING, CAB BOOKING",,,,,
9942a086-dc15-4ab1-b2da-b5c96a3e654c,2026-05-15 14:37:47,Tours & Travels,Kutch Expeditions,9925426770,Bhuj,Jubilee Ground,Tourist Guide and Inbound tour operator registered by Government ,,,,,
cf3b5b7a-d19e-4823-b8cd-79eb5fa3f50d,2026-05-28 05:27:37,Tours & Travels,  Sai Ram Tours and travels,9104337082," Plot no 511, Old Ravalvadi Rd, Ravalvadi, Bhuj, Gujarat 370001",Bhuj,"Experience the best of Bhuj with Sai Ram Tours and Travels, your trusted travel companion in Gujarat! As a premier travel agent, we offer a range of services including airport pick-drop car service, family tour travel in SUV cars, one-way car service from Bhuj to Ahmedabad, and Kutch local tours. Our expertise in Runn of Kutch Festival Tour ensures an unforgettable experience. Book now and enjoy a hassle-free journey with our reliable car rentals, taxi service, and cab service. Get a quote today and let us take care of your travel needs!""",,,,,
,,Toy Store,SUPER Toys shop BHUJ,9998163939,Bhuj,"Super Gift Toys shop Near Ashapura mandir, opp. Mahesh sweet Bhuj, Bhuj, Gujarat 370001",,,,,,
,,Toy Store,TOY MALL,,Bhuj,"7M2C+894, near Waniyawad School, opposite Old Congress Bhavan, Old Dhatia Falia, Bhuj, Gujarat 370001",,,,,,
,,Toy Store,Jalaram Toys,7567530345,Bhuj,"529, Old Dhatia Falia, Bhuj, Gujarat 370001",,,,,,
,,Transport / Tempo Services,Radhe Krishna tempo sarvis,098254 54965,Bhuj,"Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJGVE8h57hUDkRf8IhL_ZG6gg,,,,
,,Transport / Tempo Services,Tempo traveller on hire in Bhuj Kutch - Raj Travels,098257 69450,Bhuj,"opposite to Anam Store, RTO Relocation Site, Bhuj, Gujarat 370001, India",,ChIJWWPnr5jhUDkRZzTolGa3WNI,,,,
,,Transport / Tempo Services,Maharaja Transliner,9033951662,Bhuj,,"Transport Full Kutch, Bhuj - Mumbai daily,",,,,,
,,Trekking - Adventure Tours,Malhar Camping,9925315407,Bhuj,"Bhid Bazar, Dheba Faliya, B/H Bhid School, N/r Dhaval sha pir ni Daragh, Bhuj, Gujarat 370001",,,,,,
,,Trekking - Adventure Tours,Adventure Himalayas,9925143111,Bhuj,"7, GF, Dr Rajaram Building, Hospital Rd, Bhuj, Gujarat 370001",,,,,,
,,Tuition Classes,Sunrise Tuition Classes,094086 21014,Bhuj,"First Floor, Shreeji Complex, 2, Raghuvanshi Rd, nagar, Sanskar Nagar, Bhuj, Gujarat 370001, India",,ChIJW4zFN8QfUTkRmUQbdNweWRs,,,,
,,Tuition Classes,Bijlani Classes,9825155352,Bhuj,,,,,,,
,,Tuition Classes,CONCEPT ACADEMY,094271 84589,Bhuj,"10/11, First Floor, Mahadev Complex, Mahadev Naka, near Hamirsar Lake, Ghanshyam Nagar, Bhuj, Gujarat 370001, India",Commerce|Science,ChIJ2UoKtjnhUDkR50RvWz0E-MQ,,,,
,,Tuition Classes,Phoenix Education Bhuj,063544 50309,Bhuj,"Office no 45, ground floor, The Midtown mall, college road, Shivkrupa Nagar, Bhuj, Gujarat 370001, India",English Medium,ChIJsfhAdcrhUDkRpi8R6CnHIp8,,,,
,,Tuition Classes,Seven Star Tuition,9925188888,Bhuj,,,,,,,
,,Tuition Classes,Smile Tuition Hub Best Tuition Classes in Bhuj,099136 99433,Bhuj,"Out side of Patwadi Naka, Police Parade Ground, road, near Sahara Water Plant, Shivnagar, Bhuj, Gujarat 370001, India",5th to 12th,ChIJLTLUL_gdUTkRXhdr2jYzCLk,,,,
,,Tuition Classes,Sumati Study Centre,9825233444,Bhuj,,,,,,,
235be899-5d32-4797-af05-5f189aba42aa,2026-05-28 13:12:46,Tuition Classes,Polra Sir Physics ,9157799283,Bhuj,"Parekh park, Ghanshyam nagar Bhuj Kutch ","Tution for 11th,12th SCIENCE.GSEB, CBSE BOARD PREPRATION FOR BOARD, GUJ-CET, NEET,JEE. EXAM WITH PERSONAL CARE ",,,,,
,,Two Wheeler Accessories,,,Bhuj,,,,,,,
,,Tyre/Puncture Shop,GOODYEAR & JK TYRES-PRINCE TYRES,098253 35846,Bhuj,"shop no.7, Bhid Gate Rd, Dharanagar Kodki, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJgU_9p9HjUDkR5GpiRxEU94U,,,,
,,Veterinary Doctor,H & V Pharmacy,087805 92995,Bhuj,"Shop No. 7, Nilkanth Square Building, Gandhi circle Road, near Mevaad Panipuri, Junavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJA6_a7wThUDkR3IfWD5BRScY,,,,
,,Water Purifier Service,OSEAS AQUA WATER PURIFIER,063545 16117,Bhuj,"Sulay Apartment, OFFICE NUMBER 003, Banker's Colony, Bhuj, Gujarat 370001, India",,ChIJSYzJfNMfUTkR9ZE_WYAyD5g,,,,
,,Water Purifier Service,Satguru Water Supply,098254 35373,Bhuj,"Dhalan Street, Pareshwar Chowk, near Old Swaminarayan Temple, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJiWE4BAAdUTkRJYThpF1bsQQ,,,,
,,Water Purifier Service,Shubham Enterprise,099792 54497,Bhuj,"Shop No. 103, Shah Commercial Center, Station Rd, Lal Tekri, Bhuj, Gujarat 370001, India",,ChIJVSj2l7DhUDkRqD2gqw39cco,,,,
,,Water Tanker Services,Shiv Tanker Services,9825223373,Bhuj,,,,,,,
,,Water Tanker Services,Classic Enterprise & R.O Sales (Plumbing Services),098790 14276,Bhuj,"Yusufsa Bhavanshah Road, opp. Aman Tea Store, near Pir Jamalsha Hospital, Aman Nagar, Madhapara, Bhuj, Gujarat 370001, India",,ChIJE4PkFmThUDkRdCuqYpR1-3g,,,,
,,Water Tanker Services,Satguru Water Supply,098254 35373,Bhuj,"Dhalan Street, Pareshwar Chowk, near Old Swaminarayan Temple, Old Dhatia Falia, Bhuj, Gujarat 370001, India",Water Tanker Services,ChIJiWE4BAAdUTkRJYThpF1bsQQ,,,,
,,Website Designers,Hari Tech Solutions,9825034580,Bhuj,"Dhatia Falia 3 Ways, Anam Ring Road, Bhuj.",Web Designing,,,Yes,Yes,haritech.html
,,Website Designers,Bizzarch,094290 40954,Bhuj,"213, Shanti Chambers, Station Rd, Lal Tekri, Bhuj, Gujarat 370001, India",,ChIJ__9P-QEeUTkR37m2K_iCRn4,,,,
,,Website Designers,Codelyhut Infotech,081604 37992,Bhuj,"Flat No. 208, Parasmani Apartment, New Station Rd, Dharanagar Kodki, Old Dhatia Falia, Bhuj, Gujarat 370001, India",,ChIJO1MbMbnhUDkRuZaRkkDykg0,,,,
,,Website Designers,Infinitie Technologies,099746 92496,Bhuj,"Time Square Empire, 237, Nakhatrana Road Highway, Uma Nagar, Bhuj, Mirjapar Part, Gujarat 370040, India",,ChIJnRDgVe_hUDkRrlvCJlWKMSg,,,,
,,Website Designers,Vanjare Infotech,091061 93294,Bhuj,"94B, Pankaj Nagar Rd, Navavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJQ7aTPQDrwjsRJAq0pWGk1u4,,,,
,,Website Designers,Yash Thacker,9106433706,Bhuj,,,,,,,
,,Yoga fitness trainers,Shiv Dhara Nature Cure & Yoga Center,087622 49133,Bhuj,"Vaniya St, nr. Bapashree Vando, Navavas, Madhapar, Bhuj, Gujarat 370020, India",,ChIJa5EjiAHhUDkRdHhgwFeffIo,,,,
,,Yoga fitness trainers,Step in Aerobics by Sonal Thacker,073593 59559,Bhuj,"Basement, SANAT'S GYM, opp. G.K. General Hospital, Lotus Colony, Bhuj, Gujarat 370001, India",Yoga fitness trainers,ChIJp4SNbqPhUDkR7sNcyMK07Jo,,,,
,,Yoga fitness trainers,Yog coach Reena Kalpesh gor(Aditi yoga classes),9727434817,Bhuj,,,,,,,
64d59f36-d6f8-4854-beaf-86aada09fd24,2026-06-01 06:53:26,CCTV Installation,Raj Informatics ,9825538167,Bhuj,"Shop No.2, Dhaval Commercial Center, Chatthi Bari Ring Road, Bhuj, Gujarat 370001","Your trusted partner for sales and service of all kinds of laptops, computers, printers, CCTV, and accessories.",,,,,
445e7d0f-8771-40d6-a895-957925c042d4,2026-06-01 06:57:43,Computer Laptop Sales,Raj Informatics,9825538167,Bhuj,"Shop No.2, Dhaval Commercial Center, Chatthi Bari Ring Road, Bhuj, Gujarat 370001","Your trusted partner for sales and service of all kinds of laptops, computers, printers, CCTV, and accessories.",,,,,
